Date,Open,High,Low,Close,Adj Close,Volume
3/23/2020,123.37,134.91,121.87,134.91,134.91,14149877968
3/24/2020,135.19,141.95,133.17,138.76,138.76,14609068673
3/25/2020,138.91,141.40,134.30,136.20,136.20,13433092920
3/26/2020,136.19,138.83,134.89,138.36,138.36,11367261176
3/27/2020,138.37,139.90,133.94,133.94,133.94,11396286629
3/28/2020,134.03,134.03,126.96,130.99,130.99,12162403960
3/29/2020,131.02,131.17,125.45,125.58,125.58,9938133669
3/30/2020,125.58,133.91,125.29,132.90,132.90,11841123306
3/31/2020,132.82,134.27,131.65,133.59,133.59,11065246317
4/1/2020,133.61,135.63,129.73,135.63,135.63,12456564435
4/2/2020,135.73,146.79,135.73,142.03,142.03,15322861686
4/3/2020,142.11,146.90,139.62,142.09,142.09,13184603402
4/4/2020,142.22,145.38,140.12,145.22,145.22,11946658257
4/5/2020,145.26,146.13,142.10,143.55,143.55,11280993591
4/6/2020,143.61,169.27,143.54,169.14,169.14,21636382525
4/7/2020,169.15,175.20,164.20,165.10,165.10,21659346091
4/8/2020,165.24,173.21,164.49,172.64,172.64,17063110836
4/9/2020,172.76,172.90,167.99,170.81,170.81,14901696210
4/10/2020,170.83,170.95,154.91,158.41,158.41,17980944616
4/11/2020,158.54,161.17,155.30,158.22,158.22,13555089447
4/12/2020,158.23,164.52,156.32,161.14,161.14,15123721386
4/13/2020,160.72,160.75,151.61,156.28,156.28,16465282133
4/14/2020,156.36,160.94,155.87,157.60,157.60,14723156630
4/15/2020,157.57,160.71,152.80,153.29,153.29,14171753737
4/16/2020,153.20,173.16,150.36,172.16,172.16,22910469236
4/17/2020,172.28,174.28,169.75,171.64,171.64,16714684266
4/18/2020,171.62,187.94,171.62,186.91,186.91,20160323443
4/19/2020,186.86,188.10,180.12,181.61,181.61,19146038381
4/20/2020,181.48,186.08,170.32,172.30,172.30,21266681335
4/21/2020,172.02,175.18,170.55,172.74,172.74,16458767984
4/22/2020,172.67,183.75,171.83,182.60,182.60,17994666395
4/23/2020,182.62,189.09,180.34,185.03,185.03,21275740032
4/24/2020,185.22,190.21,185.22,189.24,189.24,16788555028
4/25/2020,189.21,196.79,188.46,195.52,195.52,18260969748
4/26/2020,195.41,199.34,194.77,197.32,197.32,18335367012
4/27/2020,197.48,199.55,193.45,197.22,197.22,18670194595
4/28/2020,197.27,198.79,194.85,198.42,198.42,18217507467
4/29/2020,198.47,218.45,198.12,216.97,216.97,26397548759
4/30/2020,216.91,227.53,206.44,207.60,207.60,28089191904
5/1/2020,207.90,217.63,207.78,214.22,214.22,20816320834
5/2/2020,214.23,215.85,212.88,215.33,215.33,18260876092
5/3/2020,215.35,219.27,208.69,210.93,210.93,20469034664
5/4/2020,210.89,211.83,199.05,208.17,208.17,22602446422
5/5/2020,208.01,211.78,204.03,206.77,206.77,19004689099
5/6/2020,206.48,211.53,204.04,204.06,204.06,20343543799
5/7/2020,203.91,214.39,202.07,212.29,212.29,23594744655
5/8/2020,212.20,216.33,208.83,212.99,212.99,20445139356
5/9/2020,213.14,214.74,209.07,211.60,211.60,18950547549
5/10/2020,211.55,211.55,182.71,188.60,188.60,25211575193
5/11/2020,188.63,191.36,180.72,185.91,185.91,20054601647
5/12/2020,185.88,191.60,185.70,189.31,189.31,15899726284
5/13/2020,189.37,200.20,189.13,199.19,199.19,17054662289
5/14/2020,198.89,204.12,196.87,202.95,202.95,20150524861
5/15/2020,202.96,203.57,193.76,195.62,195.62,16602342092
5/16/2020,195.61,202.77,194.50,200.68,200.68,15379081645
5/17/2020,200.61,209.16,200.10,207.16,207.16,15470397303
5/18/2020,207.18,215.91,207.11,214.53,214.53,17411566928
5/19/2020,214.60,214.60,210.14,213.45,213.45,14346192779
5/20/2020,213.45,214.72,207.98,210.10,210.10,12730175511
5/21/2020,210.13,211.63,193.35,199.88,199.88,13308321229
5/22/2020,199.84,208.59,198.04,207.17,207.17,12041592114
5/23/2020,207.19,210.39,205.29,208.69,208.69,10665476768
5/24/2020,208.72,210.60,202.37,202.37,202.37,11833299572
5/25/2020,201.98,206.36,200.67,205.32,205.32,10415044124
5/26/2020,205.26,205.75,200.26,201.90,201.90,10159741290
5/27/2020,201.89,208.86,201.79,208.86,208.86,10631034756
5/28/2020,208.89,220.28,206.24,219.84,219.84,12212469604
5/29/2020,219.93,224.22,218.24,220.68,220.68,12265816557
5/30/2020,220.72,243.94,218.74,242.35,242.35,15027397867
5/31/2020,242.35,244.05,230.05,230.98,230.98,12234904813
6/1/2020,230.86,248.24,230.49,246.99,246.99,13951727936
6/2/2020,246.83,252.22,233.23,237.22,237.22,13782107567
6/3/2020,237.40,244.18,235.46,244.18,244.18,9861760817
6/4/2020,244.11,245.93,236.77,244.43,244.43,10170414304
6/5/2020,244.35,247.33,240.68,241.22,241.22,9293963914
6/6/2020,241.20,245.98,239.72,241.93,241.93,8114873845
6/7/2020,241.91,245.44,236.33,245.17,245.17,9544883157
6/8/2020,245.18,246.64,241.54,246.31,246.31,8076783299
6/9/2020,246.18,248.34,242.34,244.91,244.91,8446545788
6/10/2020,244.82,248.65,242.82,247.44,247.44,8792990206
6/11/2020,247.55,249.89,229.94,231.70,231.70,12356528860
6/12/2020,231.63,239.35,229.65,237.49,237.49,8868955009
6/13/2020,237.54,239.19,235.89,238.91,238.91,7141624980
6/14/2020,238.97,239.10,232.96,234.11,234.11,7439385176
6/15/2020,234.06,234.24,221.24,229.93,229.93,10536099884
6/16/2020,229.76,236.39,228.43,234.42,234.42,7965648016
6/17/2020,234.49,235.95,229.34,233.03,233.03,7701391592
6/18/2020,232.90,234.57,228.95,232.10,232.10,6713800872
6/19/2020,231.95,232.15,226.80,227.14,227.14,6946372590
6/20/2020,226.98,231.45,226.64,229.27,229.27,6252830566
6/21/2020,229.22,232.36,228.49,228.99,228.99,5600408178
6/22/2020,229.00,243.78,228.93,242.53,242.53,9079586552
6/23/2020,242.54,244.86,239.76,244.14,244.14,6624530348
6/24/2020,244.19,248.51,232.81,235.77,235.77,8815030025
6/25/2020,235.70,236.05,230.30,232.94,232.94,7010426122
6/26/2020,232.88,233.90,229.26,229.67,229.67,7187490226
6/27/2020,229.63,232.49,220.56,222.96,222.96,6918380955
6/28/2020,222.91,228.60,219.47,225.35,225.35,6205925718
6/29/2020,225.36,229.90,222.25,228.19,228.19,6726164653
6/30/2020,227.97,229.48,224.82,226.32,226.32,6094093001
7/1/2020,226.13,232.76,224.84,231.11,231.11,6463737443
7/2/2020,231.29,232.40,225.46,229.39,229.39,6212210566
7/3/2020,229.32,229.63,224.91,225.39,225.39,5109032700
7/4/2020,225.29,230.05,225.13,229.07,229.07,5228310135
7/5/2020,228.98,229.86,224.54,227.66,227.66,5292172429
7/6/2020,227.69,242.13,227.03,241.51,241.51,8782917553
7/7/2020,240.97,242.68,234.22,239.08,239.08,6441497597
7/8/2020,239.16,248.31,238.40,246.67,246.67,9892586411
7/9/2020,246.75,247.29,239.90,243.02,243.02,8429099199
7/10/2020,242.87,242.88,236.73,240.98,240.98,7281370522
7/11/2020,241.04,241.53,238.33,239.46,239.46,5643067316
7/12/2020,239.46,243.31,237.77,242.13,242.13,6596394718
7/13/2020,242.18,244.31,238.23,239.60,239.60,7787751468
7/14/2020,239.98,242.00,237.80,240.21,240.21,7357458555
7/15/2020,240.14,241.40,237.10,238.42,238.42,6189328448
7/16/2020,238.45,239.01,231.62,233.64,233.64,5832057567
7/17/2020,233.69,234.42,232.11,232.77,232.77,5859850529
7/18/2020,232.86,236.54,232.32,235.48,235.48,5397402117
7/19/2020,235.46,239.16,233.28,238.49,238.49,6251377305
7/20/2020,238.49,239.58,234.85,236.15,236.15,5600686192
7/21/2020,236.30,246.19,235.68,245.02,245.02,6806696015
7/22/2020,245.04,262.99,242.48,262.19,262.19,7702077383
7/23/2020,262.39,277.58,261.05,274.69,274.69,10281309262
7/24/2020,274.72,286.19,269.24,279.22,279.22,9466060358
7/25/2020,279.03,306.74,279.03,304.06,304.06,10785021813
7/26/2020,303.69,316.39,300.27,309.64,309.64,12003973026
7/27/2020,309.66,330.70,309.66,321.51,321.51,15644257058
7/28/2020,321.83,325.91,307.72,316.66,316.66,12357108065
7/29/2020,316.56,324.38,313.11,318.19,318.19,10878845706
7/30/2020,318.14,338.63,315.75,334.59,334.59,11827689045
7/31/2020,334.63,348.61,329.34,345.55,345.55,12030600492
8/1/2020,345.80,388.85,343.59,385.20,385.20,14045259477
8/2/2020,385.55,411.23,357.14,370.67,370.67,18909744275
8/3/2020,371.13,396.51,369.34,386.30,386.30,12834648062
8/4/2020,386.16,400.70,382.99,389.88,389.88,14086704221
8/5/2020,389.71,406.30,386.22,401.59,401.59,12875466638
8/6/2020,401.58,403.49,392.60,394.96,394.96,11304626458
8/7/2020,395.23,398.25,367.94,379.51,379.51,12751687084
8/8/2020,379.55,393.99,377.35,393.99,393.99,9342060531
8/9/2020,395.31,399.74,385.83,391.12,391.12,9451065592
8/10/2020,391.04,399.38,391.04,395.89,395.89,11685827893
8/11/2020,395.89,398.48,370.86,380.38,380.38,12792218737
8/12/2020,380.06,391.31,367.92,391.02,391.02,12408772745
8/13/2020,390.84,432.90,379.71,428.74,428.74,18480303526
8/14/2020,428.68,444.58,423.35,437.40,437.40,15064589987
8/15/2020,437.56,441.75,429.87,433.35,433.35,12416067894
8/16/2020,433.35,436.27,415.09,433.79,433.79,12168816874
8/17/2020,433.97,442.73,422.65,429.53,429.53,13227089410
8/18/2020,429.67,432.58,419.67,423.67,423.67,11978984079
8/19/2020,423.74,427.02,396.68,406.46,406.46,13137391167
8/20/2020,406.76,418.73,404.03,416.44,416.44,10043032427
8/21/2020,416.15,418.64,387.44,389.13,389.13,11781796374
8/22/2020,389.03,396.47,382.81,395.84,395.84,10131847985
8/23/2020,395.56,396.49,385.04,391.38,391.38,8137303970
8/24/2020,391.68,409.39,389.31,408.14,408.14,10328860398
8/25/2020,408.07,408.53,374.36,384.00,384.00,12428442042
8/26/2020,383.98,391.87,378.71,386.47,386.47,9967343483
8/27/2020,386.61,395.35,374.87,382.63,382.63,10457777652
8/28/2020,382.63,397.76,381.27,395.87,395.87,9120674421
8/29/2020,395.69,405.62,393.04,399.92,399.92,8777703481
8/30/2020,399.62,428.66,399.61,428.40,428.40,11211948040
8/31/2020,428.51,438.56,419.77,435.08,435.08,12774741797
9/1/2020,434.87,487.21,432.08,477.05,477.05,18862763756
9/2/2020,477.01,480.33,424.46,440.04,440.04,19691854014
9/3/2020,440.24,449.53,381.13,385.67,385.67,19622845896
9/4/2020,384.67,402.41,371.64,388.24,388.24,16747106257
9/5/2020,388.04,394.17,316.77,335.26,335.26,29880047640
9/6/2020,335.33,359.76,319.04,353.36,353.36,27643678917
9/7/2020,353.45,358.21,326.25,352.67,352.67,21763614732
9/8/2020,353.20,355.56,328.82,337.60,337.60,17991403432
9/9/2020,337.82,359.16,332.17,351.11,351.11,14547933520
9/10/2020,351.43,377.39,351.11,368.10,368.10,31421134556
9/11/2020,368.12,376.63,355.58,374.70,374.70,27296269329
9/12/2020,374.60,387.54,367.84,387.18,387.18,13295405814
9/13/2020,387.52,388.96,354.34,365.57,365.57,15005899191
9/14/2020,365.70,384.49,357.57,377.27,377.27,17536695361
9/15/2020,377.15,381.51,363.61,364.84,364.84,16140584321
9/16/2020,364.74,372.77,356.68,365.81,365.81,16107612177
9/17/2020,365.87,393.90,364.80,389.02,389.02,19899531080
9/18/2020,389.34,391.90,376.96,384.36,384.36,14108357740
9/19/2020,384.04,387.08,378.72,385.54,385.54,11049507684
9/20/2020,385.60,385.60,367.09,371.05,371.05,12292195784
9/21/2020,371.40,375.74,336.07,341.79,341.79,17398267133
9/22/2020,341.72,346.60,336.86,344.50,344.50,12732578043
9/23/2020,344.59,344.67,318.97,321.12,321.12,12899346599
9/24/2020,320.99,351.46,318.55,349.36,349.36,15714304470
9/25/2020,349.41,357.77,339.02,352.18,352.18,14381086966
9/26/2020,352.35,355.85,348.11,355.49,355.49,13049148579
9/27/2020,354.96,361.98,349.83,357.44,357.44,13598126926
9/28/2020,357.93,366.43,354.55,355.16,355.16,14258455166
9/29/2020,354.36,360.35,352.15,359.76,359.76,11600013236
9/30/2020,360.04,361.18,353.33,359.94,359.94,11818610610
10/1/2020,360.31,369.26,346.48,353.21,353.21,14679481911
10/2/2020,352.95,354.12,336.47,346.24,346.24,14215390463
10/3/2020,346.22,351.31,344.67,346.52,346.52,10060167889
10/4/2020,346.60,354.05,345.13,352.58,352.58,10696959020
10/5/2020,352.74,355.21,349.68,353.96,353.96,11809507622
10/6/2020,353.96,354.99,338.00,340.82,340.82,12830796112
10/7/2020,340.94,342.45,334.55,341.81,341.81,11929918060
10/8/2020,342.04,352.21,335.65,350.77,350.77,13461017711
10/9/2020,351.11,368.31,348.21,365.59,365.59,13043501763
10/10/2020,365.40,378.27,365.35,370.97,370.97,13618484324
10/11/2020,370.93,377.25,369.83,375.14,375.14,12584512533
10/12/2020,374.80,395.12,366.64,387.73,387.73,15867455424
10/13/2020,387.14,387.38,375.58,381.19,381.19,14226744838
10/14/2020,381.97,387.30,374.18,379.48,379.48,13918846567
10/15/2020,379.19,381.21,371.35,377.44,377.44,14964182545
10/16/2020,377.87,380.02,362.60,366.23,366.23,14670784817
10/17/2020,366.02,369.77,364.49,368.86,368.86,10951115359
10/18/2020,368.73,378.60,368.13,378.21,378.21,11047103109
10/19/2020,378.47,383.32,373.70,379.94,379.94,12811242092
10/20/2020,379.72,380.76,367.60,369.14,369.14,13741586582
10/21/2020,369.06,400.63,368.73,392.19,392.19,20241324322
10/22/2020,391.49,420.14,391.28,413.77,413.77,15772846485
10/23/2020,414.05,418.96,403.08,409.77,409.77,14256222052
10/24/2020,409.77,416.60,407.85,412.46,412.46,12201739194
10/25/2020,412.46,417.16,405.35,406.22,406.22,10890207469
10/26/2020,406.22,411.28,383.78,393.89,393.89,15155684229
10/27/2020,393.89,409.77,390.61,404.00,404.00,13940434102
10/28/2020,404.00,408.96,381.15,388.65,388.65,15276441134
10/29/2020,388.65,393.23,381.29,386.73,386.73,12920477749
10/30/2020,386.73,391.46,375.09,382.82,382.82,13688056970
10/31/2020,382.82,393.01,381.30,386.59,386.59,11276963426
11/1/2020,386.59,397.12,385.17,396.36,396.36,10475146018
11/2/2020,396.36,403.24,381.02,383.16,383.16,13997574252
11/3/2020,383.16,389.52,371.31,387.60,387.60,12588494762
11/4/2020,387.60,407.67,377.83,402.14,402.14,15126077675
11/5/2020,402.14,417.53,397.25,414.07,414.07,15440711038
11/6/2020,414.07,456.20,412.98,454.72,454.72,16738305610
11/7/2020,454.72,465.68,428.46,435.71,435.71,18873289788
11/8/2020,435.72,457.78,433.15,453.55,453.55,11292383601
11/9/2020,453.57,457.35,435.16,444.16,444.16,13704320630
11/10/2020,444.17,453.76,439.60,449.68,449.68,12090381666
11/11/2020,449.68,473.58,449.52,462.96,462.96,14075403511
11/12/2020,462.96,467.68,452.07,461.01,461.01,12877327234
11/13/2020,461.01,475.22,457.30,474.63,474.63,13191505725
11/14/2020,474.63,475.16,452.99,460.15,460.15,10312037942
11/15/2020,460.15,460.99,440.25,447.56,447.56,10308617165
11/16/2020,447.56,463.83,445.50,459.94,459.94,11441239444
11/17/2020,464.41,482.23,460.78,480.36,480.36,14593057877
11/18/2020,480.35,492.00,465.83,479.48,479.48,17880199224
11/19/2020,479.48,480.12,465.70,471.63,471.63,12473929218
11/20/2020,471.63,513.61,471.63,509.74,509.74,18629943296
11/21/2020,509.74,550.23,504.24,549.49,549.49,20757099184
11/22/2020,549.49,579.37,514.52,558.07,558.07,21967049601
11/23/2020,558.06,609.99,551.27,608.45,608.45,27272302872
11/24/2020,608.52,621.17,593.84,603.90,603.90,23281758100
11/25/2020,603.90,605.09,559.67,570.69,570.69,20088492893
11/26/2020,570.51,575.64,485.50,518.80,518.80,31104004592
11/27/2020,519.11,530.78,497.24,517.49,517.49,16831105703
11/28/2020,517.60,548.04,508.13,538.23,538.23,14770243833
11/29/2020,538.26,576.60,531.99,575.76,575.76,15017517758
11/30/2020,575.76,615.24,571.54,614.84,614.84,20276867833
12/1/2020,615.07,635.16,571.75,587.32,587.32,27178964465
12/2/2020,587.26,604.02,578.74,598.35,598.35,16883292129
12/3/2020,598.46,622.45,588.35,616.71,616.71,16146190946
12/4/2020,616.72,618.98,569.28,569.35,569.35,16337589997
12/5/2020,569.35,596.60,563.11,596.60,596.60,13498010566
12/6/2020,596.57,606.79,584.41,601.91,601.91,11290893016
12/7/2020,601.80,602.92,585.43,591.84,591.84,10720480962
12/8/2020,591.90,594.75,552.47,554.83,554.83,14398919320
12/9/2020,554.79,577.29,533.00,573.48,573.48,15855915840
12/10/2020,573.50,574.60,549.78,559.68,559.68,11672582040
12/11/2020,559.68,560.38,537.81,545.80,545.80,11098819124
12/12/2020,545.58,573.34,545.25,568.57,568.57,8534557897
12/13/2020,568.61,593.78,564.57,589.66,589.66,9070377862
12/14/2020,589.78,590.49,577.12,586.01,586.01,8125837102
12/15/2020,586.02,596.25,580.63,589.36,589.36,9326645840
12/16/2020,589.38,636.64,582.04,636.18,636.18,15817248373
12/17/2020,636.15,673.83,628.75,642.87,642.87,25479532147
12/18/2020,642.92,662.70,632.36,654.81,654.81,15756303983
12/19/2020,654.62,668.77,646.62,659.30,659.30,12830893778
12/20/2020,659.19,659.92,625.01,638.29,638.29,13375855442
12/21/2020,638.32,646.85,600.84,609.82,609.82,14419493621
12/22/2020,609.42,635.08,589.55,634.85,634.85,14745890080
12/23/2020,634.82,637.12,560.36,583.71,583.71,15261413038
12/24/2020,584.14,613.82,568.60,611.61,611.61,14317413703
12/25/2020,611.55,633.06,605.42,626.41,626.41,13520927700
12/26/2020,626.50,650.72,617.40,635.84,635.84,14761125202
12/27/2020,635.89,711.39,628.33,682.64,682.64,26093552821
12/28/2020,683.21,745.88,683.21,730.40,730.40,24222565862
12/29/2020,730.36,737.95,692.15,731.52,731.52,18710683199
12/30/2020,731.47,754.30,720.99,751.62,751.62,17294574210
12/31/2020,751.63,754.30,726.51,737.80,737.80,13926846861
1/1/2021,737.71,749.20,719.79,730.37,730.37,13652004358
1/2/2021,730.40,786.80,718.11,774.53,774.53,19740771179
1/3/2021,774.51,1006.57,771.56,975.51,975.51,45200463368
1/4/2021,977.06,1153.19,912.31,1040.23,1040.23,56945985763
1/5/2021,1041.50,1129.37,986.81,1100.01,1100.01,41535932781
1/6/2021,1101.01,1209.43,1064.23,1207.11,1207.11,44699914188
1/7/2021,1208.08,1282.58,1167.44,1225.68,1225.68,40468027280
1/8/2021,1225.97,1273.83,1076.08,1224.20,1224.20,44334826666
1/9/2021,1223.74,1303.87,1182.27,1281.08,1281.08,33233105361
1/10/2021,1280.87,1347.93,1194.72,1262.25,1262.25,40616938053
1/11/2021,1261.62,1261.62,924.92,1090.15,1090.15,60733630300
1/12/2021,1088.53,1149.24,1012.76,1043.43,1043.43,37494601692
1/13/2021,1043.74,1134.34,994.55,1130.74,1130.74,30109792795
1/14/2021,1130.23,1244.16,1093.06,1218.45,1218.45,33410915929
1/15/2021,1221.88,1250.51,1090.72,1171.83,1171.83,35972039310
1/16/2021,1171.44,1290.05,1157.62,1233.54,1233.54,32319240157
1/17/2021,1233.45,1265.64,1174.39,1230.17,1230.17,29258032819
1/18/2021,1230.31,1259.45,1187.31,1257.28,1257.28,25817455560
1/19/2021,1257.43,1432.30,1254.52,1377.30,1377.30,47195935190
1/20/2021,1375.25,1405.74,1243.30,1382.27,1382.27,46784030909
1/21/2021,1382.68,1382.68,1098.48,1121.57,1121.57,45932464754
1/22/2021,1118.89,1271.69,1046.60,1236.51,1236.51,43918338506
1/23/2021,1235.27,1272.15,1200.89,1230.99,1230.99,27253895441
1/24/2021,1231.21,1395.11,1225.27,1391.61,1391.61,36418163554
1/25/2021,1390.64,1467.78,1304.97,1324.41,1324.41,43565777745
1/26/2021,1323.74,1376.09,1253.34,1357.06,1357.06,41572917750
1/27/2021,1358.33,1368.07,1215.31,1253.19,1253.19,39394416990
1/28/2021,1251.28,1356.29,1226.17,1332.49,1332.49,34637234789
1/29/2021,1369.09,1428.98,1292.24,1382.52,1382.52,53611955259
1/30/2021,1382.23,1402.40,1328.53,1376.12,1376.12,30616574234
1/31/2021,1376.82,1378.92,1288.50,1314.99,1314.99,25198853581
2/1/2021,1314.86,1373.85,1274.36,1369.04,1369.04,29210670920
2/2/2021,1369.51,1542.99,1362.77,1515.19,1515.19,45437142801
2/3/2021,1514.77,1660.91,1510.01,1660.91,1660.91,41874566399
2/4/2021,1661.17,1689.19,1561.85,1594.76,1594.76,44396871836
2/5/2021,1594.79,1756.51,1594.79,1718.65,1718.65,40108628454
2/6/2021,1717.80,1738.31,1649.07,1677.85,1677.85,39873420648
2/7/2021,1677.61,1690.04,1501.75,1614.23,1614.23,39889440151
2/8/2021,1613.64,1770.59,1571.58,1746.62,1746.62,48012285956
2/9/2021,1746.93,1815.96,1711.62,1768.04,1768.04,44180727529
2/10/2021,1768.04,1826.70,1686.54,1744.24,1744.24,41916084617
2/11/2021,1743.71,1806.54,1708.68,1783.80,1783.80,36021495262
2/12/2021,1783.49,1861.36,1744.17,1843.53,1843.53,37905036865
2/13/2021,1843.99,1871.60,1770.61,1814.11,1814.11,35359490535
2/14/2021,1814.37,1848.15,1789.91,1805.08,1805.08,31439114900
2/15/2021,1804.68,1833.83,1683.91,1779.79,1779.79,38955610883
2/16/2021,1778.95,1824.52,1729.64,1781.07,1781.07,34269369268
2/17/2021,1781.35,1853.67,1736.71,1848.46,1848.46,35955412703
2/18/2021,1848.21,1949.90,1848.21,1937.45,1937.45,28255902969
2/19/2021,1938.86,1969.55,1896.68,1960.16,1960.16,26268814253
2/20/2021,1959.90,2036.29,1830.53,1919.53,1919.53,34696091102
2/21/2021,1918.67,1974.26,1890.37,1935.60,1935.60,23626547717
2/22/2021,1935.56,1936.45,1580.63,1781.99,1781.99,42409646036
2/23/2021,1781.41,1781.41,1378.84,1570.20,1570.20,52029864713
2/24/2021,1571.48,1710.98,1511.02,1626.58,1626.58,31329000537
2/25/2021,1625.39,1670.22,1465.06,1475.70,1475.70,24481681873
2/26/2021,1478.65,1559.03,1407.98,1446.03,1446.03,31435997881
2/27/2021,1446.93,1524.93,1433.79,1459.97,1459.97,20742103233
2/28/2021,1459.86,1468.39,1300.47,1416.05,1416.05,27637026080
3/1/2021,1417.15,1567.69,1416.42,1564.71,1564.71,24032838645
3/2/2021,1564.06,1597.61,1461.33,1492.61,1492.61,22523669722
3/3/2021,1491.45,1650.36,1481.91,1575.85,1575.85,22674780680
3/4/2021,1574.62,1622.95,1511.10,1541.91,1541.91,22906118718
3/5/2021,1541.54,1547.88,1450.89,1533.28,1533.28,21067146937
3/6/2021,1532.37,1669.11,1519.14,1654.74,1654.74,22746262366
3/7/2021,1655.39,1730.92,1636.56,1723.15,1723.15,23809935410
3/8/2021,1724.23,1835.19,1670.94,1834.73,1834.73,27630991158
3/9/2021,1835.15,1868.05,1804.27,1868.05,1868.05,23461244507
3/10/2021,1868.49,1873.80,1766.49,1799.17,1799.17,25154173185
3/11/2021,1798.03,1843.82,1734.62,1826.19,1826.19,24013132909
3/12/2021,1826.55,1839.50,1728.98,1772.10,1772.10,22435821312
3/13/2021,1772.17,1937.65,1733.64,1924.69,1924.69,25014689475
3/14/2021,1923.86,1930.78,1845.12,1854.56,1854.56,19344589211
3/15/2021,1854.09,1889.20,1749.61,1791.70,1791.70,26244738810
3/16/2021,1792.41,1817.06,1720.05,1806.97,1806.97,23828509590
3/17/2021,1807.06,1839.82,1749.18,1823.45,1823.45,24512917348
3/18/2021,1823.16,1848.65,1705.72,1782.86,1782.86,23263845504
3/19/2021,1782.57,1841.20,1746.47,1817.62,1817.62,21249297710
3/20/2021,1817.52,1874.71,1811.73,1812.63,1812.63,22677674970
3/21/2021,1812.61,1823.35,1764.14,1788.22,1788.22,22977404620
3/22/2021,1788.36,1811.97,1674.30,1691.33,1691.33,23599296129
3/23/2021,1690.87,1725.11,1662.54,1678.65,1678.65,21998237965
3/24/2021,1678.00,1740.43,1570.79,1593.41,1593.41,31228051473
3/25/2021,1593.12,1625.91,1560.37,1595.36,1595.36,29650328701
3/26/2021,1595.21,1702.92,1594.74,1702.84,1702.84,22548516548
3/27/2021,1703.04,1732.82,1674.32,1716.49,1716.49,18102277710
3/28/2021,1716.41,1728.58,1672.66,1691.36,1691.36,16599472938
3/29/2021,1691.26,1837.19,1683.72,1819.68,1819.68,22796570548
3/30/2021,1819.47,1860.97,1793.92,1846.03,1846.03,22512781703
3/31/2021,1846.10,1947.84,1793.00,1918.36,1918.36,30226902621
4/1/2021,1919.16,1989.06,1912.18,1977.28,1977.28,30914259795
4/2/2021,1976.93,2152.45,1960.68,2143.23,2143.23,34862511022
4/3/2021,2142.90,2144.96,2028.42,2028.42,2028.42,32011518871
4/4/2021,2027.67,2110.35,2007.11,2093.12,2093.12,26006501902
4/5/2021,2093.26,2140.99,2032.39,2107.89,2107.89,28889391170
4/6/2021,2109.49,2151.22,2057.61,2118.38,2118.38,29222865881
4/7/2021,2117.73,2133.19,1945.44,1971.08,1971.08,36116271935
4/8/2021,1969.13,2091.52,1959.08,2088.57,2088.57,25312956529
4/9/2021,2088.77,2102.87,2055.16,2072.11,2072.11,19812472092
4/10/2021,2071.11,2197.00,2062.79,2135.94,2135.94,24986243611
4/11/2021,2136.16,2165.19,2119.87,2157.66,2157.66,19692836132
4/12/2021,2157.36,2199.72,2110.37,2139.35,2139.35,21727936609
4/13/2021,2139.36,2318.42,2138.56,2299.19,2299.19,29456642939
4/14/2021,2299.35,2449.69,2284.56,2435.10,2435.10,35592822986
4/15/2021,2436.03,2544.27,2409.92,2519.12,2519.12,32325606817
4/16/2021,2516.60,2547.56,2318.68,2431.95,2431.95,36196928256
4/17/2021,2429.98,2497.39,2333.68,2344.90,2344.90,32349808978
4/18/2021,2346.45,2365.46,2011.77,2237.14,2237.14,50696368718
4/19/2021,2238.03,2276.78,2086.69,2166.19,2166.19,34060654971
4/20/2021,2161.94,2345.83,2060.14,2330.21,2330.21,39433483315
4/21/2021,2331.16,2467.20,2238.37,2364.75,2364.75,38899067643
4/22/2021,2357.87,2641.09,2315.96,2403.54,2403.54,53575904724
4/23/2021,2401.26,2439.54,2117.04,2363.59,2363.59,55413933925
4/24/2021,2367.20,2367.74,2163.69,2211.63,2211.63,31854226936
4/25/2021,2214.41,2354.09,2172.52,2316.06,2316.06,31814355546
4/26/2021,2319.48,2536.34,2308.32,2534.48,2534.48,35208325408
4/27/2021,2534.03,2676.39,2485.38,2662.87,2662.87,32275969215
4/28/2021,2664.69,2757.48,2564.08,2746.38,2746.38,34269031076
4/29/2021,2748.65,2797.97,2672.11,2756.88,2756.88,32578127990
4/30/2021,2757.73,2796.05,2728.17,2773.21,2773.21,29777179889
5/1/2021,2772.84,2951.44,2755.91,2945.89,2945.89,28726205272
5/2/2021,2945.56,2984.89,2860.53,2952.06,2952.06,28032013047
5/3/2021,2951.18,3450.04,2951.18,3431.09,3431.09,49174290212
5/4/2021,3431.13,3523.59,3180.74,3253.63,3253.63,62402045158
5/5/2021,3240.55,3541.46,3213.10,3522.78,3522.78,48334198383
5/6/2021,3524.93,3598.90,3386.24,3490.88,3490.88,44300394788
5/7/2021,3490.11,3573.29,3370.26,3484.73,3484.73,39607240515
5/8/2021,3481.99,3950.17,3453.77,3902.65,3902.65,50208491286
5/9/2021,3911.46,3981.26,3743.99,3928.84,3928.84,50568290278
5/10/2021,3924.41,4197.47,3684.45,3952.29,3952.29,62691789007
5/11/2021,3948.27,4178.21,3783.89,4168.70,4168.70,52679737865
5/12/2021,4174.64,4362.35,3785.85,3785.85,3785.85,69023382175
