Date,Open,High,Low,Close,Adj Close,Volume
1/12/2019,127.53,128.67,125.45,125.97,125.97,2212109224
1/13/2019,125.91,126.27,116.09,116.90,116.90,2268263944
1/14/2019,116.98,130.86,116.97,129.07,129.07,2798085735
1/15/2019,129.17,130.74,120.31,122.03,122.03,2735449164
1/16/2019,121.81,127.12,121.44,123.55,123.55,2746469340
1/17/2019,123.57,124.27,120.82,123.74,123.74,2594091285
1/18/2019,123.65,123.84,120.24,121.01,121.01,2305389800
1/19/2019,121.61,125.90,121.16,124.52,124.52,3048261797
1/20/2019,124.63,125.07,118.70,119.47,119.47,2964108269
1/21/2019,119.64,119.72,116.16,117.16,117.16,2421720343
1/22/2019,117.11,119.66,114.68,118.75,118.75,2552507405
1/23/2019,118.71,119.42,116.38,117.45,117.45,2556952198
1/24/2019,117.46,118.03,116.01,117.36,117.36,2520843420
1/25/2019,117.59,117.80,115.83,116.38,116.38,2606881898
1/26/2019,116.37,118.08,115.98,116.49,116.49,2412181169
1/27/2019,116.51,116.69,113.41,113.41,113.41,2775888287
1/28/2019,113.29,113.69,103.34,106.59,106.59,3366895505
1/29/2019,106.72,107.17,104.00,105.60,105.60,2900418606
1/30/2019,105.41,109.45,104.84,108.91,108.91,2874370355
1/31/2019,108.90,110.46,106.53,107.06,107.06,2828796031
2/1/2019,107.15,108.64,105.05,107.61,107.61,2541271519
2/2/2019,107.47,110.65,106.76,110.43,110.43,2385157838
2/3/2019,110.49,110.83,106.56,107.49,107.49,2519334757
2/4/2019,107.63,108.70,107.07,107.82,107.82,2491888675
2/5/2019,107.63,108.13,106.91,107.44,107.44,2515863999
2/6/2019,107.57,107.57,102.93,104.92,104.92,2593048199
2/7/2019,104.84,106.06,104.41,104.54,104.54,2326764622
2/8/2019,104.65,119.81,104.19,119.27,119.27,3656841347
2/9/2019,119.21,120.69,118.00,119.43,119.43,2884650400
2/10/2019,119.41,124.85,117.11,124.81,124.81,3148766590
2/11/2019,124.87,124.87,120.31,121.30,121.30,3222473887
2/12/2019,121.18,123.47,119.60,122.57,122.57,3149576429
2/13/2019,122.54,125.55,121.61,122.55,122.55,3386585799
2/14/2019,122.42,124.45,121.33,121.39,121.39,3331701628
2/15/2019,121.45,123.66,121.37,122.10,122.10,3021741615
2/16/2019,122.40,124.13,122.30,123.26,123.26,2905833287
2/17/2019,123.18,134.46,123.09,133.60,133.60,4236081130
2/18/2019,133.03,147.69,133.00,146.10,146.10,5387525773
2/19/2019,146.40,149.93,145.13,145.35,145.35,5310842625
2/20/2019,145.17,149.55,142.50,149.55,149.55,4500094965
2/21/2019,149.35,149.35,144.56,146.13,146.13,3995766856
2/22/2019,146.07,149.27,145.21,149.09,149.09,3731099284
2/23/2019,148.68,159.13,147.33,158.80,158.80,4519468458
2/24/2019,158.90,165.55,135.85,135.85,135.85,5957715043
2/25/2019,135.50,142.53,135.48,139.82,139.82,4914392068
2/26/2019,139.65,139.98,136.58,138.09,138.09,3791292839
2/27/2019,138.03,141.34,131.60,136.13,136.13,4469776860
2/28/2019,136.28,138.85,135.66,136.75,136.75,4535438953
3/1/2019,136.84,139.00,136.43,136.44,136.44,3756124824
3/2/2019,136.35,137.18,132.44,134.21,134.21,3747176425
3/3/2019,134.79,135.85,131.33,132.25,132.25,3454374053
3/4/2019,132.16,132.73,125.40,127.77,127.77,4008171341
3/5/2019,127.79,138.23,126.74,137.82,137.82,4764849990
3/6/2019,137.96,139.97,136.15,138.79,138.79,4589054219
3/7/2019,138.94,140.86,137.27,138.03,138.03,4339206292
3/8/2019,138.31,139.50,133.56,135.13,135.13,4678816794
3/9/2019,134.89,139.12,134.68,137.97,137.97,5011918715
3/10/2019,138.18,138.27,135.69,136.76,136.76,4578438499
3/11/2019,136.85,137.35,133.10,133.83,133.83,4689807419
3/12/2019,134.01,135.27,130.94,134.44,134.44,4709988000
3/13/2019,134.61,134.61,132.72,133.26,133.26,4265162099
3/14/2019,133.20,135.18,132.75,133.71,133.71,4476532147
3/15/2019,133.57,138.40,133.57,137.69,137.69,4506861856
3/16/2019,137.91,144.56,137.91,142.40,142.40,4839003569
3/17/2019,142.24,142.37,139.32,140.00,140.00,3827157729
3/18/2019,140.10,142.27,138.84,139.37,139.37,4551739879
3/19/2019,139.25,140.99,139.14,140.52,140.52,4251488129
3/20/2019,140.48,140.95,138.31,140.69,140.69,4664134462
3/21/2019,140.48,141.00,135.86,136.64,136.64,5087247796
3/22/2019,136.56,138.79,136.23,137.18,137.18,4490899266
3/23/2019,137.04,139.39,136.91,138.24,138.24,4436568613
3/24/2019,138.32,138.38,136.31,136.99,136.99,4266845458
3/25/2019,137.08,137.70,133.49,135.03,135.03,4480516753
3/26/2019,135.05,135.46,133.76,135.46,135.46,4499271679
3/27/2019,135.45,141.08,135.34,140.99,140.99,5228240093
3/28/2019,141.01,141.01,138.43,139.42,139.42,4163212475
3/29/2019,139.34,142.55,138.05,142.50,142.50,5125602702
3/30/2019,142.36,149.61,141.03,142.09,142.09,5144662127
3/31/2019,142.14,142.19,140.70,141.51,141.51,4249050197
4/1/2019,141.47,142.73,140.74,141.83,141.83,4611999536
4/2/2019,141.84,165.23,141.64,163.96,163.96,9826645698
4/3/2019,164.01,178.32,157.32,161.46,161.46,10622456246
4/4/2019,161.43,164.93,155.24,158.05,158.05,7953123529
4/5/2019,158.02,167.22,157.44,165.51,165.51,7531316908
4/6/2019,165.51,172.52,161.80,165.95,165.95,7167016221
4/7/2019,165.98,175.21,164.93,174.53,174.53,7596176020
4/8/2019,174.45,184.38,174.16,180.26,180.26,9304964610
4/9/2019,180.22,180.25,175.09,176.11,176.11,7632529578
4/10/2019,176.07,183.13,175.23,177.34,177.34,7856924879
4/11/2019,177.34,177.49,162.32,165.50,165.50,7859383417
4/12/2019,165.34,166.13,161.03,164.74,164.74,6237185309
4/13/2019,164.62,166.36,163.01,164.51,164.51,4959301561
4/14/2019,164.48,168.59,162.78,167.84,167.84,4846298303
4/15/2019,167.90,168.82,159.56,161.57,161.57,5672311824
4/16/2019,161.53,167.67,160.89,167.62,167.62,5180105341
4/17/2019,167.55,168.94,165.50,166.95,166.95,5596102715
4/18/2019,166.91,175.37,166.67,173.81,173.81,6971581464
4/19/2019,173.79,173.98,170.62,173.71,173.71,6541053061
4/20/2019,173.72,176.71,171.79,173.75,173.75,6142567812
4/21/2019,173.72,174.42,167.43,170.05,170.05,6005571688
4/22/2019,170.02,173.07,168.73,171.87,171.87,6094878077
4/23/2019,172.01,176.85,170.90,171.45,171.45,7097827092
4/24/2019,171.35,171.57,161.98,165.83,165.83,7351304156
4/25/2019,165.91,166.51,153.85,154.46,154.46,6820332362
4/26/2019,154.58,158.03,152.09,156.35,156.35,7505283355
4/27/2019,156.27,160.59,155.62,158.43,158.43,5863109118
4/28/2019,158.50,159.57,157.13,157.30,157.30,5379894433
4/29/2019,157.29,158.33,153.19,155.20,155.20,6053776253
4/30/2019,155.17,162.43,155.17,162.17,162.17,6275803460
5/1/2019,162.19,164.06,159.66,160.82,160.82,5789172433
5/2/2019,160.85,162.94,160.06,162.12,162.12,6044171062
5/3/2019,162.08,170.07,161.08,167.95,167.95,7299410672
5/4/2019,167.89,170.65,161.79,164.03,164.03,6658100049
5/5/2019,164.02,165.40,159.70,163.45,163.45,5938415562
5/6/2019,163.34,175.76,159.99,172.65,172.65,7540096853
5/7/2019,172.43,180.39,169.69,169.80,169.80,8411140170
5/8/2019,169.90,172.18,166.41,170.95,170.95,6416569598
5/9/2019,170.95,172.88,167.25,170.29,170.29,6546914198
5/10/2019,170.31,175.89,168.99,173.14,173.14,8036919053
5/11/2019,173.14,203.47,173.14,194.30,194.30,12578331654
5/12/2019,194.16,201.88,183.65,187.33,187.33,10326050090
5/13/2019,187.42,205.10,185.31,196.85,196.85,10367149039
5/14/2019,196.74,217.87,196.05,217.15,217.15,12751049755
5/15/2019,217.01,247.45,216.82,247.15,247.15,13460006534
5/16/2019,246.94,275.39,245.80,264.01,264.01,18661465873
5/17/2019,263.85,266.98,227.77,243.76,243.76,16037551694
5/18/2019,243.91,246.36,233.10,234.60,234.60,10933142646
5/19/2019,234.45,263.74,233.76,261.29,261.29,12049250894
5/20/2019,261.27,261.55,241.80,251.86,251.86,10834541285
5/21/2019,251.65,262.11,248.20,255.22,255.22,11545049593
5/22/2019,255.00,258.80,242.73,244.70,244.70,9818257463
5/23/2019,244.67,247.62,233.79,245.97,245.97,10671663487
5/24/2019,245.99,255.26,243.24,249.48,249.48,9929433206
5/25/2019,249.69,257.36,249.09,251.76,251.76,8924985385
5/26/2019,251.72,269.17,247.25,267.07,267.07,9664267731
5/27/2019,267.14,278.51,265.44,272.86,272.86,12074664736
5/28/2019,272.59,274.32,267.51,271.77,271.77,10362846898
5/29/2019,271.78,273.76,263.09,269.46,269.46,9819132174
5/30/2019,269.55,287.20,247.35,255.86,255.86,13604268584
5/31/2019,256.02,268.66,249.11,268.11,268.11,11255023515
6/1/2019,268.43,273.56,263.52,265.39,265.39,9942869852
6/2/2019,265.51,272.81,265.04,270.23,270.23,8744111713
6/3/2019,270.09,270.33,251.26,252.61,252.61,9375712917
6/4/2019,252.51,252.51,236.13,241.34,241.34,10132549747
6/5/2019,241.50,248.14,239.98,247.05,247.05,8548917062
6/6/2019,246.93,249.94,238.50,249.47,249.47,8265146806
6/7/2019,249.34,254.35,246.60,250.93,250.93,8379534528
6/8/2019,251.25,252.38,243.23,245.74,245.74,7225996863
6/9/2019,245.54,245.97,229.26,233.09,233.09,7566421456
6/10/2019,232.83,247.66,229.34,247.52,247.52,8141159848
6/11/2019,247.86,248.66,239.83,245.78,245.78,7382269700
6/12/2019,245.93,261.02,244.49,260.90,260.90,8645598618
6/13/2019,260.91,262.16,255.60,256.17,256.17,8442077836
6/14/2019,256.18,265.37,254.15,264.09,264.09,8676891267
6/15/2019,263.93,271.51,262.12,269.02,269.02,8126853944
6/16/2019,268.90,278.14,265.54,269.22,269.22,9676746453
6/17/2019,269.09,275.44,268.35,274.35,274.35,6009795781
6/18/2019,274.32,274.32,263.14,265.05,265.05,6205242504
6/19/2019,265.06,270.33,264.75,269.43,269.43,5516510947
6/20/2019,269.41,274.07,265.50,271.70,271.70,6408981097
6/21/2019,271.74,295.30,271.74,294.91,294.91,9331694140
6/22/2019,295.12,315.19,294.73,309.38,309.38,10613731255
6/23/2019,309.42,318.57,305.76,307.83,307.83,8161062380
6/24/2019,307.72,312.33,299.56,310.42,310.42,8205712062
6/25/2019,310.68,318.13,307.64,318.13,318.13,9641764965
6/26/2019,317.99,361.40,315.95,336.75,336.75,16437084081
6/27/2019,336.96,343.43,278.57,294.27,294.27,14038092503
6/28/2019,294.14,313.03,292.94,311.23,311.23,11514656820
6/29/2019,311.28,322.04,294.75,320.06,320.06,10929374565
6/30/2019,319.58,322.79,290.70,290.70,290.70,10303111000
7/1/2019,290.27,301.03,280.02,293.64,293.64,10292223948
7/2/2019,293.54,295.66,272.60,291.60,291.60,10618413952
7/3/2019,291.76,303.34,291.40,303.10,303.10,9926711979
7/4/2019,303.03,303.96,282.77,284.52,284.52,8403513106
7/5/2019,284.38,293.92,282.69,288.00,288.00,8723493015
7/6/2019,287.89,295.99,286.67,287.55,287.55,7674615025
7/7/2019,287.60,310.14,286.11,305.70,305.70,8119724981
7/8/2019,305.73,314.27,303.50,313.25,313.25,9078905628
7/9/2019,313.33,318.22,305.29,308.88,308.88,10055159803
7/10/2019,308.85,313.07,285.57,290.00,290.00,11679985167
7/11/2019,289.95,290.02,266.09,268.70,268.70,10216287022
7/12/2019,268.69,278.86,268.00,276.28,276.28,8148936015
7/13/2019,276.29,276.69,263.07,269.46,269.46,6716829429
7/14/2019,269.28,269.64,227.27,227.58,227.58,8578339386
7/15/2019,227.97,235.03,210.39,229.78,229.78,9723674244
7/16/2019,229.75,234.51,197.38,199.19,199.19,9036620494
7/17/2019,199.07,217.98,193.99,211.48,211.48,9387747640
7/18/2019,211.44,229.24,208.04,226.57,226.57,9327816059
7/19/2019,226.66,226.94,215.84,221.33,221.33,7606433131
7/20/2019,221.41,234.20,221.19,229.12,229.12,7976245988
7/21/2019,229.17,229.86,219.03,225.63,225.63,6685082868
7/22/2019,225.70,226.86,213.45,217.56,217.56,6338843919
7/23/2019,217.57,218.52,209.64,212.73,212.73,6976091534
7/24/2019,212.55,217.54,203.89,217.05,217.05,7168982843
7/25/2019,216.97,224.25,216.14,219.62,219.62,6731281160
7/26/2019,219.63,220.24,214.13,219.63,219.63,5729852178
7/27/2019,219.62,223.52,204.90,207.41,207.41,6257703908
7/28/2019,207.41,212.04,202.25,211.19,211.19,5504887934
7/29/2019,211.12,213.93,208.76,211.27,211.27,5485190664
7/30/2019,211.34,213.61,206.87,210.52,210.52,5489918859
7/31/2019,210.49,218.65,210.44,218.65,218.65,6003828340
8/1/2019,218.55,218.81,212.91,217.81,217.81,5965442642
8/2/2019,217.88,222.18,215.98,217.87,217.87,6159440229
8/3/2019,217.90,224.62,217.33,222.49,222.49,5697798687
8/4/2019,222.58,224.23,218.49,222.67,222.67,5238542572
8/5/2019,222.65,235.64,222.60,234.22,234.22,7765060287
8/6/2019,234.25,239.12,223.55,226.02,226.02,7647742672
8/7/2019,225.93,229.66,222.78,226.39,226.39,7020342210
8/8/2019,226.52,226.77,216.52,220.94,220.94,6713525644
8/9/2019,220.91,221.36,208.25,210.49,210.49,6964818795
8/10/2019,210.53,213.73,203.79,206.73,206.73,6584748527
8/11/2019,206.73,216.60,206.51,216.09,216.09,6440605605
8/12/2019,216.06,216.14,210.95,211.29,211.29,5674315559
8/13/2019,211.34,211.38,205.42,208.71,208.71,5946313205
8/14/2019,208.60,209.07,186.33,186.61,186.61,7444456154
8/15/2019,186.68,189.46,178.14,188.50,188.50,8197244441
8/16/2019,188.64,188.91,180.38,185.44,185.44,7133915837
8/17/2019,185.53,186.70,182.59,185.69,185.69,5512696513
8/18/2019,185.84,197.52,183.69,194.49,194.49,5969012024
8/19/2019,194.56,203.56,193.11,203.09,203.09,6145148692
8/20/2019,202.81,203.02,195.62,196.57,196.57,6408417610
8/21/2019,196.62,197.03,182.69,186.89,186.89,7775772700
8/22/2019,186.94,194.42,183.38,191.33,191.33,7569043874
8/23/2019,191.11,195.91,189.56,194.71,194.71,6658162377
8/24/2019,194.67,194.78,187.63,191.29,191.29,6249737982
8/25/2019,191.23,192.16,184.96,186.84,186.84,5826017143
8/26/2019,186.74,193.44,186.74,188.93,188.93,7207986636
8/27/2019,188.95,188.96,185.47,187.52,187.52,6042327402
8/28/2019,187.50,187.93,172.19,173.89,173.89,6696604087
8/29/2019,173.96,174.00,167.17,169.52,169.52,7129569083
8/30/2019,169.49,170.77,167.07,168.83,168.83,5776520220
8/31/2019,168.89,174.32,167.80,172.47,172.47,5830212249
9/1/2019,172.46,173.70,169.53,171.63,171.63,5554799576
9/2/2019,171.70,180.15,170.45,178.35,178.35,6503447137
9/3/2019,178.36,182.35,175.97,179.50,179.50,6962728938
9/4/2019,179.49,180.14,175.33,175.99,175.99,5938120494
9/5/2019,175.97,176.16,171.75,174.22,174.22,5589476516
9/6/2019,174.17,177.72,168.34,169.96,169.96,6797611878
9/7/2019,169.96,180.85,169.44,178.26,178.26,6791531342
9/8/2019,178.28,182.98,178.14,181.36,181.36,6472677266
9/9/2019,181.36,184.15,177.42,181.15,181.15,7232938985
9/10/2019,181.21,184.06,178.12,179.79,179.79,6291476772
9/11/2019,179.84,181.76,176.50,178.73,178.73,7157139035
9/12/2019,178.80,182.00,177.85,181.02,181.02,5838605477
9/13/2019,180.98,181.50,178.58,181.11,181.11,5955041237
9/14/2019,181.32,188.45,180.37,188.11,188.11,6500686511
9/15/2019,188.07,190.40,186.45,189.79,189.79,6222874780
9/16/2019,189.69,198.20,189.69,197.11,197.11,8242029488
9/17/2019,197.11,213.73,196.72,208.61,208.61,10232590812
9/18/2019,208.05,216.71,208.05,211.39,211.39,9194634557
9/19/2019,211.25,222.87,204.69,221.28,221.28,10620070913
9/20/2019,221.07,221.60,215.16,218.05,218.05,8027974273
9/21/2019,217.90,220.96,215.00,215.52,215.52,7743309778
9/22/2019,215.49,216.09,207.64,211.55,211.55,7812854576
9/23/2019,211.71,211.84,201.89,201.92,201.92,7494673136
9/24/2019,201.84,203.50,162.73,168.11,168.11,11757739233
9/25/2019,168.13,174.72,164.91,170.89,170.89,9766632018
9/26/2019,170.76,171.69,157.13,166.73,166.73,7848286154
9/27/2019,166.65,175.61,163.21,174.71,174.71,7909313625
9/28/2019,174.68,175.78,170.77,174.57,174.57,6895423445
9/29/2019,174.61,175.21,167.00,170.50,170.50,6497088199
9/30/2019,170.46,179.87,167.04,179.87,179.87,7552915148
10/1/2019,180.21,185.05,175.81,177.34,177.34,7676276225
10/2/2019,177.22,180.83,175.33,180.71,180.71,6335595250
10/3/2019,180.70,180.80,172.60,175.20,175.20,6381403725
10/4/2019,175.24,178.55,173.56,176.99,176.99,6248928449
10/5/2019,176.95,177.71,173.07,176.35,176.35,5837211771
10/6/2019,176.36,177.36,171.30,173.06,173.06,5852890674
10/7/2019,172.94,182.36,171.53,181.19,181.19,7844316834
10/8/2019,181.11,184.36,179.13,182.02,182.02,7466282780
10/9/2019,182.04,194.30,180.67,193.29,193.29,9088122101
10/10/2019,193.19,193.90,188.31,191.66,191.66,8375913276
10/11/2019,191.80,195.32,181.66,182.57,182.57,9128522970
10/12/2019,182.53,186.30,179.98,180.83,180.83,7494328840
10/13/2019,180.86,185.08,180.32,182.08,182.08,6733182273
10/14/2019,182.03,187.30,181.66,186.96,186.96,7276520699
10/15/2019,186.98,187.76,179.46,181.41,181.41,7731456579
10/16/2019,181.34,181.67,174.06,176.01,176.01,7691244590
10/17/2019,175.91,178.90,174.57,178.03,178.03,6737237423
10/18/2019,177.99,178.18,171.01,173.62,173.62,7566257807
10/19/2019,173.65,175.61,172.22,172.91,172.91,6551453871
10/20/2019,172.97,176.72,171.21,175.53,175.53,6801091120
10/21/2019,175.52,177.74,173.29,174.92,174.92,6815820627
10/22/2019,174.91,175.65,172.27,172.30,172.30,6990951966
10/23/2019,172.26,172.42,157.46,162.40,162.40,9624925919
10/24/2019,162.51,164.15,160.89,162.17,162.17,7300917537
10/25/2019,162.19,183.00,161.97,181.52,181.52,10358594018
10/26/2019,181.67,195.94,176.13,179.84,179.84,13831784986
10/27/2019,179.93,188.16,177.68,184.24,184.24,10815941952
10/28/2019,184.40,187.88,180.25,182.66,182.66,10406734124
10/29/2019,182.67,191.85,182.36,190.34,190.34,10622761958
10/30/2019,190.34,191.11,181.55,184.69,184.69,10484902804
10/31/2019,184.80,188.75,180.07,183.97,183.97,9607939606
11/1/2019,183.80,185.06,181.09,183.97,183.97,9145611130
11/2/2019,184.02,185.71,182.80,183.93,183.93,8087991830
11/3/2019,183.99,185.02,179.82,182.43,182.43,8760247744
11/4/2019,182.32,188.02,181.82,186.36,186.36,10551917945
11/5/2019,186.31,191.26,184.33,189.30,189.30,10024177342
11/6/2019,189.11,193.55,188.67,191.59,191.59,10156458684
11/7/2019,191.50,191.86,186.57,187.98,187.98,9081247799
11/8/2019,187.92,188.82,182.54,184.21,184.21,9176780911
11/9/2019,184.31,185.84,183.90,185.03,185.03,7277418704
11/10/2019,184.94,190.92,184.69,189.48,189.48,8752784211
11/11/2019,189.50,190.34,185.09,185.49,185.49,7877424106
11/12/2019,185.56,187.95,184.19,186.84,186.84,7792186666
11/13/2019,186.94,189.33,185.94,188.26,188.26,7343173596
11/14/2019,188.27,188.63,184.99,186.00,186.00,7872664470
11/15/2019,186.06,186.25,179.38,180.52,180.52,8815678477
11/16/2019,180.50,184.16,179.99,183.35,183.35,6789888120
11/17/2019,183.35,188.19,182.34,185.12,185.12,7364325471
11/18/2019,185.04,186.93,179.18,180.56,180.56,7787662111
11/19/2019,180.50,182.53,175.20,177.46,177.46,7536699743
11/20/2019,177.42,178.99,175.29,175.70,175.70,7205785149
11/21/2019,175.67,176.21,159.37,161.46,161.46,8546371325
11/22/2019,161.51,163.03,142.34,150.27,150.27,12020749863
11/23/2019,150.21,154.10,147.60,153.42,153.42,8289198330
11/24/2019,153.43,153.97,142.83,142.83,142.83,7782769098
11/25/2019,142.70,150.21,133.80,146.48,146.48,10962753356
11/26/2019,146.40,150.00,145.22,148.97,148.97,7648516297
11/27/2019,148.40,154.89,143.53,153.01,153.01,8778095308
11/28/2019,153.07,156.61,151.09,151.72,151.72,7346531960
11/29/2019,151.77,156.85,151.46,155.30,155.30,7503898278
11/30/2019,155.29,156.69,151.23,152.54,152.54,6565950868
12/1/2019,152.49,152.49,147.07,151.19,151.19,7102780298
12/2/2019,151.18,152.12,147.61,149.06,149.06,6670561362
12/3/2019,149.06,150.31,146.00,147.96,147.96,6204379850
12/4/2019,147.92,150.68,145.00,146.75,146.75,7865937094
12/5/2019,146.69,153.16,145.46,149.25,149.25,6745910228
12/6/2019,149.40,149.67,147.61,149.19,149.19,6458766441
12/7/2019,149.20,149.80,148.37,148.77,148.77,5911233284
12/8/2019,148.74,152.39,148.31,151.26,151.26,6441727252
12/9/2019,151.22,151.91,147.62,148.23,148.23,6744206747
12/10/2019,148.18,148.56,144.91,146.27,146.27,6859512025
12/11/2019,146.32,147.14,143.05,143.61,143.61,7037180049
12/12/2019,143.62,145.75,141.44,145.60,145.60,7890383413
12/13/2019,145.66,145.86,143.75,144.94,144.94,7264810247
12/14/2019,144.95,145.53,142.43,142.87,142.87,7048066973
12/15/2019,142.86,143.93,139.43,143.11,143.11,7235153411
12/16/2019,143.14,143.22,132.46,133.61,133.61,8992282119
12/17/2019,133.65,134.01,121.40,122.60,122.60,9057166141
12/18/2019,122.66,133.39,119.78,133.09,133.09,11864518321
12/19/2019,133.05,134.19,125.97,129.32,129.32,9564699140
12/20/2019,129.38,129.76,126.99,129.07,129.07,8173594150
12/21/2019,129.10,129.15,127.61,128.13,128.13,7449064703
12/22/2019,128.10,133.16,127.93,132.37,132.37,9121058481
12/23/2019,132.31,134.73,127.42,128.61,128.61,9622497693
12/24/2019,128.63,131.67,127.31,129.06,129.06,7961819689
12/25/2019,129.07,129.07,124.89,126.45,126.45,8418019054
12/26/2019,126.49,130.90,125.41,126.36,126.36,8600871980
12/27/2019,126.37,128.10,124.82,127.21,127.21,8299390176
12/28/2019,127.21,130.26,126.90,128.32,128.32,8069298610
12/29/2019,128.27,136.81,128.00,134.76,134.76,9708776786
12/30/2019,134.80,136.76,131.55,132.63,132.63,9796951716
12/31/2019,132.61,133.73,128.80,129.61,129.61,8936866397
1/1/2020,129.63,132.84,129.20,130.80,130.80,7935230330
1/2/2020,130.82,130.82,126.95,127.41,127.41,8032709256
1/3/2020,127.41,134.55,126.49,134.17,134.17,10476845358
1/4/2020,134.17,136.05,133.04,135.07,135.07,7430904515
1/5/2020,135.07,139.41,135.05,136.28,136.28,7526675353
1/6/2020,136.31,144.33,136.08,144.30,144.30,9093747121
1/7/2020,144.31,145.00,140.49,143.54,143.54,9257954672
1/8/2020,143.49,146.83,138.27,141.26,141.26,9387194957
1/9/2020,141.16,141.39,136.24,138.98,138.98,7697325348
1/10/2020,138.97,144.17,135.52,143.96,143.96,9084816203
1/11/2020,143.41,146.48,142.21,142.93,142.93,9332208590
1/12/2020,143.03,146.15,142.71,145.87,145.87,8528167453
1/13/2020,146.22,146.79,142.91,144.23,144.23,8378529470
1/14/2020,144.25,167.68,144.06,165.96,165.96,16712318373
1/15/2020,165.73,170.43,161.11,166.23,166.23,15173694057
1/16/2020,166.33,167.06,159.71,164.39,164.39,13735193018
1/17/2020,164.49,173.07,162.78,170.78,170.78,14997091826
1/18/2020,170.75,178.53,166.79,175.37,175.37,14929342256
1/19/2020,175.47,177.25,163.68,166.97,166.97,13713374132
1/20/2020,166.90,169.11,162.33,167.12,167.12,11144529787
1/21/2020,167.06,169.91,165.82,169.70,169.70,9789369362
1/22/2020,169.61,171.01,166.77,168.29,168.29,9209827928
1/23/2020,168.30,168.31,160.30,162.93,162.93,10396868698
1/24/2020,162.90,164.31,156.75,163.05,163.05,10657671162
1/25/2020,163.07,163.23,158.63,161.28,161.28,8256956802
1/26/2020,161.18,168.22,160.28,168.08,168.08,9261861590
1/27/2020,168.01,172.92,166.90,170.93,170.93,11004476145
1/28/2020,170.88,176.37,170.74,176.37,176.37,11772875064
1/29/2020,176.35,178.84,175.05,175.05,175.05,10725267311
1/30/2020,174.92,186.26,172.37,184.69,184.69,12604789338
1/31/2020,184.74,185.41,176.30,180.16,180.16,11728616394
2/1/2020,180.11,183.85,179.75,183.67,183.67,11569697182
2/2/2020,183.53,193.08,180.17,188.62,188.62,14054425389
2/3/2020,188.61,193.44,188.01,189.87,189.87,12392875241
2/4/2020,189.86,191.11,185.40,189.25,189.25,11714191695
2/5/2020,189.30,206.80,188.75,204.23,204.23,14865434435
2/6/2020,204.13,214.60,201.90,212.34,212.34,16425589683
2/7/2020,212.32,223.14,212.30,222.73,222.73,16673443564
2/8/2020,222.51,226.59,215.39,223.15,223.15,16741203125
2/9/2020,222.98,229.86,222.98,228.58,228.58,15031356241
2/10/2020,228.55,229.18,218.08,223.52,223.52,16210008511
2/11/2020,223.38,236.55,218.62,235.85,235.85,16964695963
2/12/2020,235.90,272.40,235.90,265.41,265.41,24545049386
2/13/2020,265.05,273.74,258.92,268.10,268.10,25801317504
2/14/2020,268.02,285.06,262.76,284.22,284.22,23558253463
2/15/2020,284.56,287.12,264.28,264.73,264.73,23682452994
2/16/2020,264.90,272.88,242.48,259.89,259.89,25152366643
2/17/2020,259.89,266.87,244.34,266.36,266.36,26024080089
2/18/2020,266.51,283.20,261.46,281.94,281.94,26511477187
2/19/2020,282.04,283.54,259.76,259.76,259.76,22679414413
2/20/2020,259.82,263.70,250.95,257.95,257.95,23229828870
2/21/2020,257.89,267.00,255.69,265.60,265.60,20867593292
2/22/2020,265.55,266.39,258.91,262.33,262.33,16906032862
2/23/2020,262.28,273.75,261.96,273.75,273.75,19585998814
2/24/2020,273.71,275.54,259.63,265.22,265.22,22400845640
2/25/2020,265.28,265.43,246.86,247.82,247.82,21878882134
2/26/2020,247.74,249.65,221.27,225.68,225.68,26235617201
2/27/2020,225.69,237.23,212.66,226.75,226.75,25645522790
2/28/2020,226.99,234.21,216.35,226.76,226.76,22563530559
2/29/2020,226.83,232.26,219.85,219.85,219.85,18181296376
3/1/2020,219.75,226.68,214.13,218.97,218.97,18179807469
3/2/2020,218.71,232.81,217.28,230.57,230.57,20305587789
3/3/2020,230.52,232.33,221.73,224.48,224.48,19853178572
3/4/2020,224.57,228.04,222.09,224.52,224.52,16567075208
3/5/2020,224.64,234.36,224.64,229.27,229.27,18201291785
3/6/2020,229.17,243.55,228.74,243.53,243.53,19374772256
3/7/2020,243.75,249.98,237.55,237.85,237.85,19431652027
3/8/2020,237.78,237.78,200.60,200.69,200.69,21381823651
3/9/2020,201.32,207.45,192.27,201.99,201.99,23645428606
3/10/2020,202.86,205.71,198.06,200.77,200.77,18344930072
3/11/2020,200.77,202.95,184.36,194.87,194.87,16984790291
3/12/2020,194.74,195.15,111.21,112.35,112.35,22134741655
3/13/2020,112.69,137.43,95.18,133.20,133.20,27864623061
3/14/2020,133.58,134.48,122.41,123.31,123.31,12740784545
3/15/2020,123.25,132.24,121.85,125.21,125.21,12719251813
3/16/2020,125.00,125.00,105.17,110.61,110.61,15984904590
3/17/2020,110.41,118.99,110.41,113.94,113.94,12087490572
3/18/2020,113.86,116.02,111.74,114.84,114.84,11617854009
3/19/2020,114.84,140.53,114.73,136.59,136.59,16396753275
3/20/2020,136.65,150.85,122.61,132.74,132.74,18960388062
3/21/2020,133.10,135.97,127.16,132.82,132.82,13684083308
3/22/2020,132.85,136.15,122.91,123.32,123.32,12497707224
